Track Name,Album,Lyrics
Skit #4 by Kanye West,Late Registration,"Skit #4 Lyrics
Broke, broke, broke phi broke (we ain't got it)
Broke, broke, broke phi broke (we ain't got it)
Broke, broke, broke phi broke (we ain't got it)
Broke, broke, broke phi-

I've called this private meeting today because there is a imposter among us
There is an imposter among us
This brother right here has been out making beats on the side, yes he has
Pretending he's broke walking amongst us
This brother has been eating every day, can you believe that? Eating every day
Pretending he's with us, he's not one of us
I did not want to believe this, but I walked into the brother Kanye's closet and I found new shoes
I found new shoes!
Kanye, would you like to step forward and explain these new shoes?!
I was-you crazy, I wasn't, I didn't, um, I was just um, I was in here-
No, you speak up, brother!
I was gon' stick-I'm tryin' to stick to my roots and-
What?
I wanna stick to my roots, and-
What?! You march your new shoes out of here, Kanye. Don't you ever come back in 'em. Don't you ever come back smellin' all good, taking showers and shit like that, alright? We don't appreciate that down here at Broke Phi Broke
What's next?14Embed"
Gone by Kanye West (Ft. Cam'ron & Consequence),Late Registration,"Gone Lyrics

Wished I had told ooh was (the) only one (uh oh)
But it's too late
It's too late
He's gone

You sweat her, and I ain't talkin 'bout a Coogi
You a big L, and I ain't talkin 'bout Cool J
See me at the airport, at least twenty Louis
Treat me like the Prince and this my sweet brother Numpsay
(Brother Numpsay!) Groupies say I'm too choosy
Take 'em to the show and talk all through the movies
Say she want diamonds, I took her to Ruby Tuesdays
If we up in Fridays, I still have it my way, gone!
Gone
We striving home
Gone
I ride on chrome

Y'all don't want no prob' from me
What you rappers could get is a job from me
Maybe you could be my intern, and in turn
I'll show you how I cook up summer in the winter
Aaron love the raw dog, when will he learn
Caught something on the Usher tour, he had to let it burn
Plus, he already got three chil'r'n
Arguin' over babysitters like, ""Bitch, it's your turn""
""Damn, Ye, it'd be stupid to diss you
Even your superficial raps is super-official""
R-R-R-Roc Pastelle with Gucci on
With TVs in the ride, throw a movie on
Said he couldn't rap, now he at the top with Doobie Long
'Cause I dookied on any song that they threw me on, gone

We striving home, gone
I ride on chrome, gone
We striving home
We striving home, gone (Killa)
I ride on chrome
Knock knock, who's there? Killa Cam, Killa who?
Killa Cam, hustler, grinder, guerilla troop
Oh my chinchilla blue, blue, you ever dealt with a dealer
Well here's the deal, ma we going to the dealer, woo
No concealing, no ceiling I don't need a roof
Act up, get out, I don't need you, poof!
Poof, be gone, damn, tough luck, dag (Dag)
Niggas still doing puff-puff-pass (Puff, pass)
Pull the truck up fast and I tell 'em
Hey, back in a touched-up Jag, shit
Y'all niggas wanna get in Cam's cerebellum
An old man just gon' tell 'em too late
Then I see how y'all gonna react when I'm gone
My last girl want me back then I'm on
Fine, stay, you got the grind, hey
Came back, read what the sign say (Too late, he's gone)
Yes, I know you wanna see my demise
Yeah, you church, boy, acting like a thief in disguise
Ain't even my size, see the greed in my eyes
Ask Abby, I hustle, brought weed to the Chi, chyeah
And that ain't even a lie, please believe me
Gave Weezie a piece of the pie and
You can ask George or Regina
The whole West Side I explore with the Bimmer now
We striving home
I ride on chrome
Listen, homeboy, move on
That's your best bet, why's that, Cons'?

I been pouring out some liquor for the fact that my pal's gone
And trying to help his Momma with the fact that her child gone
And since we used to bubble like a tub full of Calgon
Guess it's only right that I should help her from now on
But since they got afoul on what could've gone wrong
Now they asking ""Cons, how long has this gone on?""
And maybe all this money might have gone to my head
'Cause they got me thinking money might have gone to the Feds
So I had gone to the dread, but he had gone up to bed
And when I came the next morning he was gone with my bread
And with that being said I had gone on my instincts
And gone to the spots where they go to get mixed drinks
But looking back now, I should've gone to the crib
And rented Gone With the Wind, 'cause I'da gone in by ten
But I had gone with my friend, and we had gone to the bar
And heard a nigga talking shit so I had gone to the car
And now the judge is telling me that I had gone too far
And now we gone for twenty years doing time behind bars
And since I gone to a cell for some petty crimes
I guess I gone to the well one too many times, 'cause I'm gone

Uh-uh-uh, uh-uh-uh uh uh onnn, uh uh-uh onnn
Uh-uh onnn, uh uh-uh

I'm ahead of my time, sometimes years out
So the powers that be won't let me get my ideas out
And that make me wanna get my advance out
And move to Oklahoma and just live at my aunt's house
Yeah, I romance the thought of leaving it all behind
Kanye step away from the lime
Light like when I was on the grind
In the 1-9-9-9
Before model chicks was bending over
Or dealerships asked me ""Benz or Rover?""
Man, if I could just get one beat on Hova
We could get up off this cheap-ass sofa
What the summer of the Chi got to offer an eighteen-year-old?
Sell drugs or get a job, you gotta play your role
My dog worked at Taco Bell, hooked us up plural
Fired a week later, the manager count the churros
Sometimes I can't believe it when I look up in the mirro'
How we out in Europe, spending Euros
They claim you never know what you got 'til it's gone
I know I got it, I don't know what y'all on
I'ma open up a store for aspiring MCs
Won't sell 'em no dream, but the inspiration is free
But if they ever flip sides like Anakin
You'll sell everything including the mannequin
They got a new bitch, now you Jennifer Aniston
Hold on I'll handle it, don't start panickin', stay calm
Shorties at the door 'cause they need more
Inspiration for they life, they souls, and they songs
They said, ""Sorry, Mr. West is gone""81Embed"
Diamonds from Sierra Leone by Kanye West,Late Registration,"Diamonds from Sierra Leone Lyrics
Diamonds are forever
They won't leave in the night
I've no fear that they might
Desert me

Diamonds are forever (forever, forever)
Throw your diamonds in the sky if you feel the vibe
Diamonds are forever (forever, forever, forever)
The Roc is still alive every time I rhyme
Forever ever? Forever ever? Ever, ever? Ever, ever?
Ever, ever? Ever, ever? Ever, ever?
Close your eyes and imagine, feel the magic
Vegas on acid, seen through Yves St. Laurent glasses
And I've realized that I've arrived
'Cause it take more than a magazine to kill my Vibe
""Does he write his own rhymes?"" Well, sort of, I think 'em
That mean I forgot better shit than you ever thought of
""Damn, is he really that caught up?""
I ask, if you talkin' about classics, do my name get brought up?
I remember I couldn't afford a Ford Escort
Or even a four-track recorder
So it's only right that I let the top drop on a drop-top Porsche
Spoil yourself, that's important
If your stripper name ""Porsche"" and you get tips from many men
Then your fat friend, her nickname is ""Minivan""
Excuse me, that's just the Henny, man
I smoke, I drink, I'm supposed to stop, I can't, because—

Diamonds are forever (forever, forever)
Throw your diamonds in the sky if you feel the vibe
Diamonds are forever (forever, forever, forever)
The Roc is still alive every time I rhyme
Forever ever? Forever ever? Ever, ever? Ever, ever?
Ever, ever? Ever, ever? Ever, ever?
I was sick about awards, couldn't nobody cure me
Only playa that got robbed but kept all his jewelry
Alicia Keys tried to talk some sense in him
Thirty minutes later seein' there's no convincin' him
What more could you ask for? The international asshole
Who complain about what he is owed?
And throw a tantrum like he is three years old
You gotta love it though: somebody still speaks from his soul
And wouldn't change by the change or the game or the fame
When he came in the game, he made his own lane
Now all I need is y'all to pronounce my name
It's Kanye, but some of my plaques, they still say ""Kayne""
Got family in the D, kinfolk from Motown
Back in the Chi, them Folks ain't from Moe Town
Life movin' too fast, I need to slow down
Girl ain't give me no ass, you need to go down
My father been said I need Jesus
So he took me to church and let the water wash over my caesar
The preacher said we need leaders
Right then, my body got still like a paraplegic
You know who you call; you got a message, then leave it
The Roc stand tall and you would never believe it
Take your diamonds and throw 'em up like you bulimic
Yeah, the beat cold, but the flow is anemic
After debris settles and the dust get swept off
Big K pick up where young Hov left off
Right when magazines wrote Kanye West off
I dropped my new shit, it sound like the best of
A&R's lookin' like, ""Pssh, we messed up.""
Grammy night, damn right, we got dressed up
Bottle after bottle 'til we got messed up
In the studio with Really Doe, yeah, he next up
People askin' me if I'm gon' give my chain back
That'll be the same day I give the game back
You know the next question, dog: ""Yo, where Dame at?""
This track the Indian dance to bring our reign back
""What's up with you and Jay, man? Are y'all okay, man?""
They pray for the death of our dynasty like ""Amen""
But r-r-r-right here stands a man
With the power to make a diamond with his bare hands
Diamonds are forever (forever, forever)
Throw your diamonds in the sky if you feel the vibe
Diamonds are forever (forever, forever, forever)
The Roc is still alive every time I rhyme
Forever ever? Forever ever? Ever, ever? Ever, ever?
Ever, ever? Ever, ever? Ever, ever?

Diamonds are forever (forever, forever)
Diamonds are forever (forever, forever, forever)75Embed"
Back to Basics by Kanye West (Ft. Common),Late Registration,"Back to Basics Lyrics
Uh, uh, let's take it back to basics
When shit gets worse, we converse
How we need a new balance
Before the lines get crossed like Asics
Just look at what we got, if we don't shoot the Reeboks
This is a beat that no flow can detox, so the respect is due
Like my Louie bag, I don't wanna have to check you
I'm Chi as Buck-Fiftys and Pelle Pelle leathers
Some say my beats made the Bulls play better
I say, black on black is the hate that hate made
Sara Lee with the dough, I'm talkin' bout the cake maid
McDonald's with the flow, served over a billion
You've seen the video, words over the building
Uh, I wish I could give you this feeling
I wish I could give you this feeling
And when the Workout Plan ain't work out, man
Me and Common is back on the corners again
On the corner
Uh, yeah, uh, yeah, uh-uh, uh-uh
I open my eyes, the corner is like African tribes
The black is subsidized, the black enterprise, the passion arise
The youth fantasize, who got some cash in they eyes
If youth dies, mamas askin' rationalize
Tryna build a spot where ghetto bastards could rise
The ghetto has been bastardized by those that capitalize
Wonder if it's a plan that the master devised
To bring his people to a land where the blacks are despised?
On the corner3Embed"
"We Can Make It Better by Kanye West (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)",Late Registration,"We Can Make It Better Lyrics
(Breaking up) We can make it better
(Breaking up) We can make it better
(Breaking up) We can make it better
(Breaking up) We can make it

Somebody told me Deltas brown-skinned, AKAs light-skinned
And they supposed to be bougie, so they got white friends
First day of school, I'ma take you sight seein'
Show you what we do on weekends for excitement
She said, ""I know what you about to say, like your hypeman""
Last year, a nigga hit her, and now she only date white men
And if a nigga even wave at her, it's frightenin', but

(Breaking up) We can make it better (Better we can)
(Breaking up) We can make it better
(Better we can make it on up, we can)
(Breaking up) We can make it better (Better we can)
(Breaking up) We can make it
The night fallin' over Brooklyn where they murder for change
The converter remains faithful to the drug dealer priestess
He in search of the word of fame, you heard of the name
Kweli the truth like I'm comin' out the mouths of babes
One foot in and one foot out the grave
Niggas want they reparations
How you calculate the amount to be paid?
You try to imagine America without the slaves (The slaves)

(Breaking up) We can make it better (Better we can)
(Breaking up) We can make it better
(Better we can make it on up, we can)
(Breaking up) We can make it better (Better we can)
(Breaking up) We can make it (Good looks, Ye!)

Her tenement, yo, is rat infested
Her heart is like a gold bullion because she went and protested
'Cause her best friend's man got popped
He was sixteen years old, the cop thought his phone was a Glock
In the hood is an everyday happenin'
In front of the precinct, she chews out the captain
She yells out, ""Why y'all do this to black men?"" C'mon
Uh
(Breaking up) We can make it better (Better we can, yeah)
(Breaking up) We can make it better
(Better we can make it on up, we can)
(Breaking up) We can make it better (Better we can)
(Breaking up) We can make it

I think of eighty-seven ways to make better days
Whether crime or rhyme, I heard the rebel pays
On the scene, tryin' to get green like everglades
The music, ridin' it good like Escalades
In the ghetto infested by shade and drama
And niggas wit' thangs ain't afraid of karma
I'm thinkin' big like Lil Wayne and Tha Carters's that-

(Breaking up) We can make it better (Better we can)
(Breaking up) We can make it better
(Better we can make it on up, we can)
(Breaking up) We can make it better (Better we can)
(Breaking up) We can make it

C'mon, look
Tell people the truth, but never give 'em your true thoughts
Terrorism on blacks, they poison our Newports
Patriot Act in effect, make it hard to breathe now
Johnnie Cochran dead, who gonna get us ""Us free"" now?
Clinton ain't in office, who gon' give us shit free now?
Who gon' make it better for the thugs in the penal?
Who gon' make it good for old folks that's senile?
Oh, it's G.O.O.D. Music, yeah, dawg, I see now
We can make it better (better we can)
(Breaking up) We can make it better
(Better we can make it on up, we can)
(Breaking up) We can make it better (Better we can)
(Breaking up) We can make it

Breaking up, it's so very hard
Breaking up, it's so very hard
Breaking up, it's so very hard
Breaking up5Embed"
Late by Kanye West,Late Registration,"Late Lyrics

Little girl (A-ha-ha-ha-ha...)
Please stop your crying

I'll be late for that, baby, I'll wait for that
If you had a taste of that, you'd probably pay for that
I'm comin' in when I feel like
So turn this motherfucker up only if it feels right
I'll be late for that, I can't wait for that
I think I was made for that
So I'm comin' in when I feel like
So turn this motherfucker up only if it feels right
Little girl (A-ha-ha-ha-ha...)
Please stop your crying

Stop all your blood clot cryin', I was flyin'
Made it to school with barely enough time to sign in
Yeah, I hear the alarm, yeah, I hear you, Mom
Yeah, yeah, I don't wan' be broke when I'm thirty-one
They said the best classes go to the fastest, sorry, Mr. West
There's no good classes, and that's what yo' ass get
Not even electives? Not even prerequisites?
You mean I missed my major by a couple of seconds?
Now I'm in the shop class or the basket weavin'
With all the rest of the motherfuckers underachievin'
Man, this is an insult
I went to junior high with all of them and they been slow
If I can catch the beat then slow down the tempo
Just throw this at the end if I'm too late for the intro
Will I make it from the student loans to a Benzo?
Like old folks pissin', I guess it all depends, oh, oh

Little girl (A-ha-ha-ha-ha...)
Please stop your crying (Stop your cryin', baby)
I'll be late for that, baby, I'll wait for that
If you had a taste of that, you'd probably pay for that
I'm comin' in when I feel like
So turn this motherfucker up only if it feels right
I'll be late for that, I can't wait for that
I think I was made for that
So I'm comin' in when I feel like
So turn this motherfucker up only if it feels right

Little girl (A-ha-ha-ha-ha...)
Please stop your crying

You know when you be late, you miss all the lights
That's right (That's right), that's right (That's right)
And when you get back she gon' start up a fight
That night (That night), that night
Baby, it's too late for that, lately, I've been takin it slow
Try and make it to the party 'fore the guest list close
With the freshest hoes, the professors know
We about to get real unprofessional
Like them Eskimos, what would you do for a Klondike?
Or two dykes that look Christina Milian-like?
Hmm, I'll be on time for that
I ain't thought of no line that could rhyme with that
Yo, I'll be there in five minutes, five hours later?
""I'll be there in five minutes,"" go 'head, ride with it
I'm so live with it, look how I did it
Been bullshittin' but I finally arrived with it
I know it's late and I took all year but
You can stop complainin' 'cause I'm finally here, yeah
'Cause I'll erase away
'Cause I'll erase away
'Cause I'll erase away
'Cause I'll erase away
(A-ha-ha-ha-ha...)49Embed"
Late Registration [Booklet] by Kanye West,Late Registration,Late Registration  Lyrics4Embed
Good Morning by Kanye West,Graduation,"Good Morning Lyrics

Uhh.. uhh
Uhh.. uhh

Good morning!
Good morning!
Good morning!
Good morning!

Wake up Mr. West, Mr. West
Mr. Fresh, Mister, by himself he's so impressed
I mean damn, did you even see the test?
You got D's, muthafucka D's, Rosie Perez
And yer ass barely passed any and every class
Looking at every ass, cheated on every test
I guess, this is my dissertation
Homie this shit is basic, welcome to Graduation
Good morning!
Good morning!
Good morning!
Good morning!

Good morning, on this day we become legendary
Everything we dreamed of
I'm like the fly Malcolm X, buy any jeans necessary
Detroit Red cleaned up
From the streets to the league, from an eighth to a key
But you graduate when you make it up outta the streets
From the moments of pain, look how far we done came
Haters saying you changed, now you doing your thang

Good morning!
Good morning!
Good morning and—
Good morning!

Good morning and look at the valedictorian
Scared of the future while I hop in the DeLorean
Scared to face the world, complacent career student
Some people graduate, but be still stupid
They tell you read this, eat this, don't look around
Just peep this, preach this, teach us, Jesus
Okay look up now, they done stole yo' streetness
After all of that you received this
Good morning!
Hustlers that's if you're still living, get on down
Every time that we hear them
Good morning!
Hustlers that's if you're still living, get on down
Every time that we hear them
Good morning!
Hustlers that's if you're still living, get on down
Every time that we hear them
Good morning!
Hustlers that's if you're still living, get on down

Get on down
Get— get on down
Get on down
Get— get on down130Embed"
Champion by Kanye West,Graduation,"Champion Lyrics
Did you realize
That you were a champion in their eyes?

Yes, I did
So I packed it up and brought it back to the crib
Just a little something, show you how we live
Everybody want it but it ain't that serious
Mhm, that's that shit
So if you gon' do it, do it just like this

Did you realize
That you were a champion in their eyes?
You don't see just how wild the crowd is
You don't see just how fly my style is
I don't see why I need a stylist
When I shop so much I can speak Italian
I don't know, I just want it better for my kids
And I ain't sayin' we was from the projects
But every time I wanted layaway or a deposit
My dad'd say ""when you see clothes, close your eyelids""
We was sort of like Will Smith and his son
In the movie, I ain't talkin' 'bout the rich ones
'Cause every summer he'd get some
Brand new harebrained scheme to get rich from
And I don't know what he did for dough
But he'd send me back to school with a new wardrobe, but ayy

Did you realize
That you were a champion in their eyes?

I think he did
When he packed it up and brought it back to the crib
Just a little something, show you how we live
Everything I wanted, man it seem so serious
Mhm, that's that shit
So if you gon' do it, do it just like this
Did you realize
That you were a champion in their eyes?

When it feel like living's harder than dyin'
For me givin' up's way harder than tryin'
Lauryn Hill said her heart was in Zion
I wish her heart still was in rhymin'
'Cause who the kids gon' listen to, huh?
I guess me if it isn't you
Last week I paid a visit to the institute
They got the dropout keepin' kids in the school
I guess I cleaned up my act like Prince'd do
If not for the pleasure, least for the principle
They got the CD, they got to see me
Drop gems like I dropped out of PE
They used to feel invisible
Now they know they invincible

Did you realize
That you were a champion in their eyes?
This is the story of a champion
Runners on their mark and they pop their guns
Stand up, stand up, here he comes
Tell me what it takes to be number one
Tell me what it takes to be number one
This is the story of a champion
Runners on their mark and they pop their guns
Stand up, stand up, here he comes
Tell me what it takes to be number one
Tell me what it takes to be number one
Did you realize
That you were a champion in their eyes?

Yes, I did
So I packed it up and brought it back to the crib
Just a little something, show you how we live
Everybody want it, but it ain't that serious
Mhm, that's that shit
So if you gon' do it, do it just like this... like this

Did you realize
That you were a champion in their eyes?
52Embed"
Stronger by Kanye West,Graduation,"Stronger Lyrics

Work it, make it, do it, makes us
Harder, better, faster, stronger
N-Now th-that that don't kill me
Can only make me stronger
I need you to hurry up now
‘Cause I can't wait much longer
I know I got to be right now
‘Cause I can't get much wronger
Man, I've been waiting all night now
That's how long I been on ya
(Work it harder, make it better
Do it faster, makes us stronger)
(I need you right now!)
(More than ever, hour after hour
Work–)
(I need you right now!)
Let's get lost tonight
You could be my black Kate Moss tonight
Play secretary, I'm the boss tonight
And you don't give a fuck what they all say, right?
Awesome, the Christian in Christian Dior
Damn, they don't make 'em like this anymore
I ask, ‘cause I'm not sure
Do anybody make real shit anymore?
Bow in the presence of greatness
‘Cause right now, thou hast forsaken us
You should be honored by my lateness
That I would even show up to this fake shit
So go ahead, go nuts, go apeshit!
'Specially in my Pastellé, on my Bape shit
Act like you can't tell who made this
New Gospel, homie, take six
And take this, haters!
N-Now th-that that don't kill me
Can only make me stronger
I need you to hurry up now
‘Cause I can't wait much longer
I know I got to be right now
‘Cause I can't get much wronger
Man, I've been waiting all night now
That's how long I been on ya
(Work it harder, make it better
Do it faster, makes us stronger)
(I need you right now!)
(More than ever, hour after hour
Work–)
(I need you right now!) Me likey!
I don't know if you got a man or not
If you made plans or not
If God put me in your plans or not
I'm trippin', this drink got me saying a lot
But I know that God put you in front of me
So how the hell could you front on me?
There's a thousand you's, there's only one of me
I'm trippin', I'm caught up in the moment, right?
‘Cause it's Louis Vuitton Don night
So we gon' do everything that Kan like
Heard they'd do anything for a Klondike
Well, I'd do anything for a blonde dyke
And she'll do anything for the limelight
And we'll do anything when the time's right
Uh, baby, you're makin' it–
(Harder, better, faster, stronger)
N-Now th-that that don't kill me (Oh)
Can only make me stronger (Oh)
I need you to hurry up now (Oh)
‘Cause I can't wait much longer (Oh)
I know I got to be right now (Oh)
‘Cause I can't get much wronger (Oh)
Man, I've been waiting all night now
That's how long I been on ya
(Work it harder, make it better
Do it faster, makes us stronger)
(I need you right now!)
(I need you right now!)
You know how long I've been on ya
Since Prince was on Apollonia
Since O.J. had Isotoners
Don't act like I never told ya
Don't act like I never told ya
Don't act like I never told ya
Don't act like I never told ya
Don't act like I never told ya
Baby, you're makin' it
(Harder, better, faster, stronger)
N-Now th-that that don't kill me
Can only make me stronger
I need you to hurry up now
‘Cause I can't wait much longer
I know I got to be right now
‘Cause I can't get much wronger
Man, I've been waiting all night now
That's how long I been on ya
(Work it harder, make it better
Do it faster, makes us stronger)
(I need you right now!)
(I need you right now!)
Right now!
Work it harder, make it better
Do it faster, makes us stronger
(I need you right now!)
(I need you right now!)

You know how long I've been on ya
Since Prince was on Apollonia
Since O.J. had Isotoners
Don't act like I never told ya
You know how long I've been on ya
Since Prince was on Apollonia
Since O.J. had Isotoners
Don't act like I never told ya

Told ya, told ya
Never told ya…told ya, told ya, told ya
Never told ya…told ya, told ya, told ya
Never told ya…told ya, told ya, told ya
Never told ya…told ya, told ya, told ya
Never over…Never over… Never over… Never over…
Never over…Never over… Never over… Never over…
(Harder, better, faster, stronger)
Work it harder, make it better
Do it faster, makes us stronger
More than ever, hour after hour
Work is never over
Work it harder, make it better
Do it faster, makes us stronger
More than ever, hour after hour
Work is never over
Work it harder, make it better
Do it faster, makes us stronger
More than ever, hour after hour
Work is never over
Work it harder, make it better
Do it faster, makes us stronger
More than ever, hour after hour
Work is never over170Embed"
I Wonder by Kanye West,Graduation,"I Wonder Lyrics

Find your dreams come true
And I wonder if you know
What it means, what it means
And I wonder if you know
What it means, what it means
And I wonder if you know
What it means to find your dreams
And I wonder

I've been waiting on this my whole life (And I wonder)
These dreams be waking me up at night (And I wonder)
You say I think I'm never wrong (And I wonder)
You know what? Maybe you're right, aight?
And I wonder if you know
What it means what it means
And I wonder if you know
What it means to find your dreams
And I wonder

You say he get on your fucking nerves (And I wonder)
You hope that he get what he deserves—word! (And I wonder)
Do you even remember what the issue is?
You just trying to find where the tissue is
You can still be who you wish you is
It ain't happen yet, and that's what intuition is (And I wonder)
When you hop back in the car
Drive back to the crib, run back to they arms
The smokescreens, the chokes and the screams
You ever wonder what it all really means?

And I wonder if you know
What it means, what it means
And I wonder if you know
What it means to find your dreams
And I wonder
And I'm back on my grind
A psychic read my lifeline, told me in my lifetime
My name would help light up the Chicago skyline
And that's why I'm (And I wonder)
Seven o'clock, that's primetime
Heaven'll watch, God calling from the hotlines
Why he keep giving me hot lines?
I'm a star, how could I not shine? (And I wonder)
How many ladies in the house? (If you know)
How many ladies in the house without a spouse? (What it means)
Something in your blouse got me feeling so aroused (What it means)
What you about? (And I wonder)
On that independent shit (If you know)
Trade it all for a husband and some kids (What it means)
You ever wonder what it all really mean?
You wonder if you'll ever find your dreams?
(To find your dreams come true)144Embed"
Good Life by Kanye West (Ft. T-Pain),Graduation,"Good Life Lyrics
Like we always do at this time
I go for mine, I gots to shine
(Now throw yo' hands up in the sky)
I go go for mine, I gots to shine
(Now throw yo' hands up in the sky)
I'ma get on this TV, momma, I'ma
I'ma put shit down
(Ayy) ayy (Ayy), ayy
(Ayy) ayy (Ayy), I'm good

Welcome to the good life, where niggas who sell D
Won't even get pulled over in they new V
The good life, let's go on a living spree
Shit, they say the best things in life are free
The good life, it feel like Atlanta
It feel like L.A., it feel like Miami
It feel like NY, summertime Chi
Ah! (Now throw yo' hands up in the sky)
So I roll through good
Y'all pop the trunk, I pop the hood, Ferrari
And she got the goods
And she got that ass, I got to look, sorry!
Yo, it's got to be 'cause I'm seasoned
Haters give me them salty looks, Lawry's
50 told me, ""Go 'head, switch the style up
And if they hate then let 'em hate and watch the money pile up""
The good life

Now I, I go for mine, I got to shine
(Now throw yo' hands up in the sky)
Now I, I go for mine, I got to shine
(Now throw yo' hands up in the sky)
(I'ma get on this TV, momma, I'ma)
(I'ma put shit down)
Ayy (Ayy), ayy (Ayy)
Ayy (Ayy), ayy (I'm good)

Welcome to the good life!
Where we like the girls who ain't on TV
'Cause they got mo' (Ass than the models)
The good life, so keep it comin' with the bottles
'Cause she feel booze like she bombed at Apollo
The good life, it feel like Houston
It feel like Philly, it feel like D.C
It feel like VA or the Bay or Yay
Ayy, this is the good life (Welcome to the good life)
Homie, tell me what's good
Why I only got a problem when you in the hood
(Welcome to the good life) Like I'm new in the hood
The only thing I wish, I wish a nigga would
(Welcome to the good life!) He probably think he could
But, but, I don't think he should (Welcome to the good life)
50 told me, ""Go 'head, switch the style up
And if they hate then let 'em hate and watch the money pile up""
The good life
Now I, I go for mine, I gots to shine
(Now throw yo' hands up in the sky)
Now I, I go for mine, I gots to shine
(Now throw yo' hands up in the sky)
I'ma get on the TV, momma, I'ma
I'ma put shit down
(Ayy) ayy (Ayy), ayy
(Ayy) ayy (Ayy), I'm good

Have you ever popped champagne on a plane, while gettin' some brain?
Whipped it out, she said, ""I never seen Snakes on a Plane""
Whether you broke or rich, you gotta get this
Havin' money's not everything, not havin' it is
I was splurgin' on Tryst, but when I get my card back
Activated, I'm back to Vegas (Welcome the good life)
'Cause I always had a passion for flashin'
Befo' I had it, I closed my eyes and imagined the good life

Ayy, it's the good life, better than the life I lived
When I thought that I was gonna go crazy
And now my grandmomma
Ain't the only girl callin' me ""baby""
If you feelin' me now, then put yo' hands up in the sky
And let me hear you say
Hey, hey, ooh, I'm good!65Embed"
Can't Tell Me Nothing by Kanye West,Graduation,"Can’t Tell Me Nothing Lyrics
La, la, la la (Yeah)
Wait 'til I get my money right

I had a dream I could buy my way to heaven
When I awoke, I spent that on a necklace
I told God I'd be back in a second
Man, it's so hard not to act reckless
To whom much is given, much is tested
Get arrested, guess until he get the message
I feel the pressure, under more scrutiny
And what I do? Act more stupidly
Bought more jewelry, more Louis V
My mama couldn't get through to me
The drama, people suing me
I'm on TV talking like it's just you and me
I'm just saying how I feel, man
I ain't one of the Cosbys, I ain't go to Hillman
I guess the money should've changed him
I guess I should've forgot where I came from
La, la, la la (Ayy!)
Wait 'til I get my money right
La, la, la la (Yeah!)
Then you can't tell me nothing, right?
Excuse me, was you saying something?
Uh-uh, you can't tell me nothing (Yeah! Haha!)
You can't tell me nothing (Yeah! Yeah!)
Uh-uh, you can't tell me nothing (Yeah!)

Let up the suicide doors
This is my life, homie, you decide yours
I know that Jesus died for us
But I couldn't tell ya who decide wars
So I parallel double-parked that motherfucker sideways
Old folks talking 'bout, ""Back in my day""
But homie, this is my day
Class started two hours ago, oh, am I late?
No, I already graduated
And you can live through anything if Magic made it
They say I talk with so much emphasis
Ooh, they so sensitive
Don't ever fix your lips like collagen
And say something when you gon' end up apolog'ing
Let me know if it's a problem then
Aight, man, holla, then
La, la, la la
Wait 'til I get my money right
La, la, la la (Yeah!)
Then you can't tell me nothing, right?
Excuse me, was you saying something?
Uh-uh, you can't tell me nothing
You can't tell me nothing
Uh-uh, you can't tell me nothing

Let the champagne splash, let that man get cash
Let that man get past
He don't even stop to get gas
If he can move through the rumors
He can drive off of fumes 'cause
How he move in a room full of no's?
How he stay faithful in a room full of hoes?
Must be the pharaohs, he in tune with his soul
So when he buried in a tomb full of gold
Treasure, what's your pleasure?
Life is a–uh–depending how you dress her
So if the Devil wear Prada, Adam Eve wear nada
I'm in between, but way more fresher
With way less effort
'Cause when you try hard, that's when you die hard
Your homies looking like, ""Why, God?""
When they reminisce over you, my God
La, la, la la
Wait 'til I get my money right
La, la, la la
Then you can't tell me nothing, right?
Excuse me, was you saying something?
Uh-uh, you can't tell me nothing
You can't tell me nothing
Uh-uh, you can't tell me nothing

La, la, la la
Wait 'til I get my money right
La, la, la la
Then you can't tell me nothing, right?
(I'm serious, nigga, I got money)

145Embed"
